,CT_image_path,lung_mask_path,covid_infection_mask_path,Dataset_Label,is_Train
11,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_2050.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_2050.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_2050.npy,CT_20-04-20,False
12,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_1236.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_1236.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_1236.npy,CT_20-04-20,False
13,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_image_612.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_lung_mask_612.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_covid_mask_612.npy,CT_20-04-13,False
14,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_image_376.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_lung_mask_376.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_covid_mask_376.npy,CT_20-04-13,False
15,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_1897.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_1897.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_1897.npy,CT_20-04-20,False
16,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_196.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_196.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_196.npy,CT_20-04-20,False
17,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_2840.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_2840.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_2840.npy,CT_20-04-20,False
18,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_2076.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_2076.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_2076.npy,CT_20-04-20,False
19,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_2928.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_2928.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_2928.npy,CT_20-04-20,False
20,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_2373.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_2373.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_2373.npy,CT_20-04-20,False
21,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_3300.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_3300.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_3300.npy,CT_20-04-20,False
22,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_2816.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_2816.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_2816.npy,CT_20-04-20,False
23,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_2900.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_2900.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_2900.npy,CT_20-04-20,False
24,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_2066.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_2066.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_2066.npy,CT_20-04-20,False
25,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_3206.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_3206.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_3206.npy,CT_20-04-20,False
26,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_3373.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_3373.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_3373.npy,CT_20-04-20,False
27,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_244.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_244.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_244.npy,CT_20-04-20,False
28,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_880.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_880.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_880.npy,CT_20-04-20,False
29,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_2941.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_2941.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_2941.npy,CT_20-04-20,False
30,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_1410.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_1410.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_1410.npy,CT_20-04-20,False
31,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_272.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_272.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_272.npy,CT_20-04-20,False
32,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_image_363.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_lung_mask_363.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_covid_mask_363.npy,CT_20-04-13,False
33,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_image_38.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_lung_mask_38.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_covid_mask_38.npy,CT_20-04-13,False
34,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_2510.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_2510.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_2510.npy,CT_20-04-20,False
35,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_578.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_578.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_578.npy,CT_20-04-20,False
36,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_625.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_625.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_625.npy,CT_20-04-20,False
37,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_723.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_723.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_723.npy,CT_20-04-20,False
38,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_image_333.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_lung_mask_333.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_covid_mask_333.npy,CT_20-04-13,False
39,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_1523.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_1523.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_1523.npy,CT_20-04-20,False
40,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_3244.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_3244.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_3244.npy,CT_20-04-20,False
41,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_2452.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_2452.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_2452.npy,CT_20-04-20,False
42,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_image_574.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_lung_mask_574.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_covid_mask_574.npy,CT_20-04-13,False
43,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_222.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_222.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_222.npy,CT_20-04-20,False
44,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_3515.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_3515.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_3515.npy,CT_20-04-20,False
45,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_3468.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_3468.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_3468.npy,CT_20-04-20,False
46,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_image_178.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_lung_mask_178.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_covid_mask_178.npy,CT_20-04-13,False
47,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_853.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_853.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_853.npy,CT_20-04-20,False
48,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_2577.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_2577.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_2577.npy,CT_20-04-20,False
49,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_3392.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_3392.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_3392.npy,CT_20-04-20,False
50,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_1935.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_1935.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_1935.npy,CT_20-04-20,False
51,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_1924.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_1924.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_1924.npy,CT_20-04-20,False
52,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_228.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_228.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_228.npy,CT_20-04-20,False
53,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_image_364.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_lung_mask_364.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_covid_mask_364.npy,CT_20-04-13,False
54,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_3234.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_3234.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_3234.npy,CT_20-04-20,False
55,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_3442.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_3442.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_3442.npy,CT_20-04-20,False
56,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_1869.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_1869.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_1869.npy,CT_20-04-20,False
57,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_1742.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_1742.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_1742.npy,CT_20-04-20,False
58,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_2212.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_2212.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_2212.npy,CT_20-04-20,False
59,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_image_765.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_lung_mask_765.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_covid_mask_765.npy,CT_20-04-13,False
60,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_2240.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_2240.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_2240.npy,CT_20-04-20,False
61,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_image_280.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_lung_mask_280.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_covid_mask_280.npy,CT_20-04-13,False
62,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_1878.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_1878.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_1878.npy,CT_20-04-20,False
63,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_3487.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_3487.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_3487.npy,CT_20-04-20,False
64,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_2801.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_2801.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_2801.npy,CT_20-04-20,False
65,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_3016.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_3016.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_3016.npy,CT_20-04-20,False
66,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_240.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_240.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_240.npy,CT_20-04-20,False
67,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_image_621.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_lung_mask_621.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_covid_mask_621.npy,CT_20-04-13,False
68,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-03-24_image_81.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-03-24_lung_mask_81.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-03-24_covid_mask_81.npy,CT_20-03-24,True
69,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_807.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_807.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_807.npy,CT_20-04-20,False
70,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_2176.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_2176.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_2176.npy,CT_20-04-20,False
71,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_206.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_206.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_206.npy,CT_20-04-20,False
72,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_3295.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_3295.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_3295.npy,CT_20-04-20,False
73,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_image_252.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_lung_mask_252.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_covid_mask_252.npy,CT_20-04-13,False
74,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_297.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_297.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_297.npy,CT_20-04-20,False
75,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_image_741.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_lung_mask_741.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_covid_mask_741.npy,CT_20-04-13,False
76,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_2848.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_2848.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_2848.npy,CT_20-04-20,False
77,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_image_237.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_lung_mask_237.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_covid_mask_237.npy,CT_20-04-13,False
78,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_411.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_411.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_411.npy,CT_20-04-20,False
79,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_1217.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_1217.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_1217.npy,CT_20-04-20,False
80,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_2857.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_2857.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_2857.npy,CT_20-04-20,False
81,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_2940.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_2940.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_2940.npy,CT_20-04-20,False
82,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_3140.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_3140.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_3140.npy,CT_20-04-20,False
83,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_1285.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_1285.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_1285.npy,CT_20-04-20,False
84,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_image_84.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_lung_mask_84.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_covid_mask_84.npy,CT_20-04-13,False
85,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_1960.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_1960.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_1960.npy,CT_20-04-20,False
